Subj	Num	Term	Title	Period Code	Instructor	WC	Dist	Xlist	Lang Req	NR Eligible or CT/NC
COSC	274	Spring	Machine Lrng&Stat Analysis	12	Sarah Masud Preum	N/A	N/A	N/A	N/A	N/A
COSC	274	Winter	Machine Lrng&Stat Analysis	3A	Souyoung Jin	N/A	N/A	N/A	N/A	N/A
COSC	274	Winter	Machine Lrng&Stat Analysis	3A	Soroush Vosoughi	N/A	N/A	N/A	N/A	N/A
COSC	276	Fall	Artificial Intelligence	3A	Soroush Vosoughi	N/A	N/A	N/A	N/A	N/A
COSC	277	Spring	Computer Graphics	10	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	277	Winter	Computer Graphics	10A	Bo Zhu	N/A	N/A	N/A	N/A	N/A
COSC	278	Winter	Deep Learning	ARR	Yaoqing Yang	N/A	N/A	N/A	N/A	N/A
COSC	287	Fall	Rendering Algorithms	10	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	294	Spring	Reading Course	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	294	Summer	Reading Course	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	294	Summer	Reading Course	ARR	Sergey Bratus	N/A	N/A	N/A	N/A	N/A
COSC	294	Fall	Reading Course	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	294	Winter	Reading Course	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	294	Winter	Reading Course	11	Lorie Loeb	N/A	N/A	N/A	N/A	N/A
COSC	295	Spring	Exp Learning in Grad Comp Sci	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	295	Summer	Exp Learning in Grad Comp Sci	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	295	Fall	Exp Learning in Grad Comp Sci	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	295	Winter	Exp Learning in Grad Comp Sci	ARR	Sean Smith	N/A	N/A	N/A	N/A	N/A
COSC	296	Spring	Supervised UG Teaching	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	296	Summer	Supervised UG Teaching	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	296	Fall	Supervised UG Teaching	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	296	Winter	Supervised UG Teaching	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	297	Spring	Graduate Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	297	Summer	Graduate Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	297	Fall	Graduate Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	297	Winter	Graduate Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	298	Spring	Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	298	Summer	Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	298	Fall	Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	298	Winter	Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	299	Spring	Full Time Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	299	Summer	Full Time Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	299	Fall	Full Time Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	299	Winter	Full Time Thesis Research	ARR	Wojciech Jarosz	N/A	N/A	N/A	N/A	N/A
COSC	700	Fall	Resp & Ethical Conduct of Res	OT	Soroush Vosoughi	N/A	N/A	N/A	N/A	N/A
COSC	700	Fall	Resp & Ethical Conduct of Res	OT	Alberto Quattrini Li	N/A	N/A	N/A	N/A	N/A
COSC	700	Fall	Resp & Ethical Conduct of Res	OT	Sean Smith	N/A	N/A	N/A	N/A	N/A
CRWT	10	Spring	Writing and Reading Fiction	3A	Katherine Crouch	N/A	ART	N/A	N/A	NR Eligible
CRWT	10	Spring	Writing and Reading Fiction	10A	Thomas O'Malley	N/A	ART	N/A	N/A	NR Eligible
CRWT	10	Spring	Writing and Reading Fiction	2	Katherine Crouch	N/A	ART	N/A	N/A	NR Eligible
CRWT	10	Summer	Writing and Reading Fiction	3B	William Craig	N/A	ART	N/A	N/A	NR Eligible
CRWT	10	Summer	Writing and Reading Fiction	2A	William Craig	N/A	ART	N/A	N/A	NR Eligible
CRWT	10	Fall	Writing and Reading Fiction	10A	William Craig	N/A	ART	N/A	N/A	NR Eligible
CRWT	10	Fall	Writing and Reading Fiction	10A	Katherine Crouch	N/A	ART	N/A	N/A	NR Eligible
CRWT	10	Winter	Writing and Reading Fiction	10A	Katherine Crouch	N/A	ART	N/A	N/A	NR Eligible
CRWT	11	Winter	Writ&Read Creative Nonfict	10A	Jeffrey Sharlet	N/A	ART	N/A	N/A	NR Eligible
CRWT	12	Spring	Writing and Reading Poetry	2A	Matthew Olzmann	N/A	ART	N/A	N/A	N/A
CRWT	12	Fall	Writing and Reading Poetry	6B	Joshua Bennett	N/A	ART	N/A	N/A	N/A
CRWT	12	Winter	Writing and Reading Poetry	6B	Vievee Francis	N/A	ART	N/A	N/A	N/A
CRWT	20	Spring	Intermediate Fiction I	2A	Thomas O'Malley	N/A	ART	N/A	N/A	N/A
CRWT	20	Fall	Intermediate Fiction I	3B	Alexander Chee	N/A	ART	N/A	N/A	N/A
CRWT	20	Winter	Intermediate Fiction I	3A	Peter Orner	N/A	ART	N/A	N/A	N/A
CRWT	22	Spring	Intermediate Poetry I	3B	Matthew Olzmann	N/A	ART	N/A	N/A	N/A
CRWT	40.01	Winter	Imaginary Countries	3B	Alexander Chee	N/A	ART	N/A	N/A	N/A
CRWT	40.03	Spring	Raising the Dead	6B	William Craig	N/A	ART	N/A	N/A	N/A
CRWT	40.03	Winter	Raising the Dead	2A	Jeffrey Sharlet	N/A	ART	N/A	N/A	N/A
CRWT	40.04	Fall	Remains Ruin Repair Rapture	3A	Vievee Francis	W	ART	N/A	N/A	N/A
CRWT	40.06	Spring	Uses of Fact	10A	Peter Orner	N/A	ART	N/A	N/A	N/A
CRWT	40.07	Fall	Craft of Fiction: Al Aswany	2A	Alaaeldin Abdel Elasswany	NW	LIT	MES 15.01 01	N/A	N/A
CRWT	40.14	Spring	Black and Latino Poets CW	10A	Shalene Moodie	CI	INT or ART	N/A	N/A	N/A
CRWT	40.15	Winter	Tell Me A Story:NonficAudio	3B	Sophie Crane	N/A	ART	N/A	N/A	N/A
CRWT	40.17	Winter	WorkshopLiteraryTranslation	6B	Nirvana Tanoukhi	N/A	N/A	N/A	N/A	N/A
CRWT	41.01	Spring	Writing for Television	2A	Eugenie Carabatsos	N/A	ART	FILM 44.10 01	N/A	N/A
CRWT	60	Fall	SrWrkshp:CreativeWrt-Fict	2A	Thomas O'Malley	N/A	ART	N/A	N/A	N/A
CRWT	62	Fall	SrWrkshp:CreativeWrt-Poetry	6B	Vievee Francis	N/A	ART	N/A	N/A	N/A
CRWT	89	Spring	Creative Writing Project	ARR	Peter Orner	N/A	ART	N/A	N/A	N/A
CRWT	89	Summer	Creative Writing Project	ARR	Peter Orner	N/A	ART	N/A	N/A	N/A
CRWT	89	Fall	Creative Writing Project	ARR	Peter Orner	N/A	ART	N/A	N/A	N/A
CRWT	89	Winter	Creative Writing Project	ARR	Peter Orner	N/A	ART	N/A	N/A	N/A
CRWT	98	Fall	Honors Course I	ARR	Peter Orner	N/A	N/A	N/A	N/A	N/A
CRWT	98	Winter	Honors Course I	ARR	Peter Orner	N/A	N/A	N/A	N/A	N/A
CRWT	99	Spring	Honors Course II	ARR	Peter Orner	N/A	N/A	N/A	N/A	N/A
CRWT	99	Winter	Honors Course II	ARR	Peter Orner	N/A	N/A	N/A	N/A	N/A
EARS	1	Spring	How the Earth Works	10	Meredith Kelly, Edward Meyer	N/A	SLA	N/A	N/A	NR Eligible
EARS	1	Spring	How the Earth Works(Laboratory)	OT	Meredith Kelly, Edward Meyer	N/A	N/A	N/A	N/A	NR Eligible
EARS	1	Spring	How the Earth Works(Laboratory)	OT	Meredith Kelly, Edward Meyer	N/A	N/A	N/A	N/A	NR Eligible
EARS	1	Spring	How the Earth Works(Laboratory)	OT	Meredith Kelly, Edward Meyer	N/A	N/A	N/A	N/A	NR Eligible
EARS	1	Fall	How the Earth Works	10	Meredith Kelly, Edward Meyer	N/A	SLA	N/A	N/A	NR Eligible
EARS	1	Fall	How the Earth Works(Laboratory)	OT	Meredith Kelly, Edward Meyer	N/A	N/A	N/A	N/A	NR Eligible
EARS	1	Fall	How the Earth Works(Laboratory)	OT	Meredith Kelly, Edward Meyer	N/A	N/A	N/A	N/A	NR Eligible
EARS	1	Fall	How the Earth Works(Laboratory)	OT	Meredith Kelly, Edward Meyer	N/A	N/A	N/A	N/A	NR Eligible
EARS	2	Winter	Evolution of Earth & Life	9L	Erich Osterberg	N/A	SCI	N/A	N/A	N/A
EARS	2	Winter	Evolution of Earth & Life	10	Erich Osterberg	N/A	SCI	N/A	N/A	N/A
EARS	3	Spring	Elementary Oceanography	11	Xiahong Feng	N/A	SCI	N/A	N/A	NR Eligible
EARS	6	Fall	Environmental Change	9L	Robert Hawley	N/A	SCI	N/A	N/A	NR Eligible
EARS	6	Fall	Environmental Change	11	Robert Hawley	N/A	SCI	N/A	N/A	NR Eligible
EARS	6.05	Spring	Modeling The Earth	10A	Mathieu Morlighem	N/A	SLA	N/A	N/A	N/A
EARS	7.06	Winter	Life on Mars?	9L	William Leavitt	N/A	N/A	N/A	N/A	N/A
EARS	12	Spring	Big Data in Hydrology	3A	Carl Renshaw	N/A	TAS	N/A	N/A	N/A
EARS	13	Winter	Computational Methods	2A	Christopher Keller	N/A	TAS	N/A	N/A	N/A
EARS	14	Fall	Meteorology	12	Erich Osterberg	N/A	SLA	N/A	N/A	N/A
EARS	17	Winter	Analysis of Envrnmntal Data	9L	Xiahong Feng	N/A	QDS	N/A	N/A	NR Eligible
EARS	18	Fall	Environmental Earth Science	10A	Carl Renshaw	N/A	TLA	N/A	N/A	N/A
EARS	18	Fall	Environmental Earth Science(Laboratory)	OT	Carl Renshaw	N/A	TLA	N/A	N/A	N/A
EARS	19	Spring	Habitable Planets	10A	Elisabeth Newton, Mukul Sharma	N/A	SCI	ASTR 019 01	N/A	N/A
EARS	32	Winter	Macroevolution	12	Kevin Peterson	N/A	SCI	ANTH 50.46 01, BIOL 028 01	N/A	NR Eligible
EARS	33	Spring	ErthSurfaceProcessLandforms	3A	Joanmarie Del Vecchio	N/A	SLA	GEOG 17.01 01	N/A	NR Eligible
EARS	33	Spring	ErthSurfaceProcessLandforms(Laboratory)	OT	Joanmarie Del Vecchio	N/A	SLA	GEOG 17.01 02	N/A	NR Eligible
EARS	35	Fall	The Soil Resource	11	Brian Jackson	N/A	SLA	ENVS 079 01	N/A	N/A
EARS	35	Fall	The Soil Resource(Laboratory)	ARR	Brian Jackson	N/A	N/A	N/A	N/A	N/A
EARS	38	Spring	Sedimentary Systems	10A	Justin Strauss	N/A	SCI	N/A	N/A	NR Eligible
EARS	40	Summer	Materials of the Earth	10	Leslie Sonder, Edward Meyer	N/A	SLA	N/A	N/A	N/A
EARS	40	Summer	Materials of the Earth(Laboratory)	OT	Leslie Sonder, Edward Meyer	N/A	N/A	N/A	N/A	N/A
EARS	40	Summer	Materials of the Earth(Laboratory)	OT	Leslie Sonder, Edward Meyer	N/A	N/A	N/A	N/A	N/A
EARS	45	Spring	Strctrl&Stratigraphic Anlys	FS	Carl Renshaw, Edward Meyer, Sarah Slotznick, Christopher Keller, Robert Hawley, Meredith Kelly, Justin Strauss, Leslie Sonder, Akshay Mehra	N/A	SLA	N/A	N/A	N/A
EARS	45	Fall	Strctrl&Stratigraphic Anlys	FS	Christopher Keller, Edward Meyer, Meredith Kelly, Carl Renshaw, Erich Osterberg	N/A	SLA	N/A	N/A	N/A
EARS	46	Spring	Environmental Monitoring	FS	Carl Renshaw, Edward Meyer, Sarah Slotznick, Christopher Keller, Robert Hawley, Meredith Kelly, Justin Strauss, Leslie Sonder, Akshay Mehra	N/A	SLA	N/A	N/A	N/A
EARS	46	Fall	Environmental Monitoring	FS	Christopher Keller, Edward Meyer, Meredith Kelly, Carl Renshaw, Erich Osterberg	N/A	SLA	N/A	N/A	N/A
EARS	47	Spring	Resource&Earth Hazards	FS	Carl Renshaw, Edward Meyer, Sarah Slotznick, Christopher Keller, Robert Hawley, Meredith Kelly, Justin Strauss, Leslie Sonder, Akshay Mehra	N/A	SLA	N/A	N/A	N/A
EARS	47	Fall	Resource&Earth Hazards	FS	Christopher Keller, Edward Meyer, Meredith Kelly, Carl Renshaw, Erich Osterberg	N/A	SLA	N/A	N/A	N/A
EARS	58	Winter	Sedimentary Petrology	10A	Sarah Slotznick	N/A	SLA	N/A	N/A	NR Eligible
EARS	58	Winter	Sedimentary Petrology(Laboratory)	OT	Sarah Slotznick	N/A	N/A	N/A	N/A	NR Eligible
EARS	59	Spring	Igneous&Metamorphc Petrolgy	2A	Christopher Keller	N/A	SLA	N/A	N/A	N/A
EARS	59	Spring	Igneous&Metamorphc Petrolgy(Laboratory)	ARR	Christopher Keller	N/A	N/A	N/A	N/A	N/A
EARS	64	Spring	Geophysics	10	Leslie Sonder	N/A	SLA	N/A	N/A	NR Eligible
EARS	67	Fall	Environmental Geomechanics	2	Marisa Palucis	N/A	SCI	N/A	N/A	NR Eligible
EARS	70	Spring	Glaciology	2A	Robert Hawley	N/A	QDS	N/A	N/A	N/A
EARS	71	Spring	River Prcsses&Watershed Sci	12	Francis Magilligan	N/A	SLA	GEOG 62.01 01	N/A	NR Eligible
EARS	71	Spring	River Prcsses&Watershed Sci(Laboratory)	OT	Francis Magilligan	N/A	N/A	N/A	N/A	NR Eligible
EARS	75	Winter	Quaternary Paleoclimatology	10A	Meredith Kelly	N/A	SCI	N/A	N/A	N/A
EARS	86	Spring	Special Projects	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	86	Summer	Special Projects	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	86	Fall	Special Projects	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	86	Winter	Special Projects	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	87	Spring	Culminating Experience	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	87	Summer	Culminating Experience	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	87	Fall	Culminating Experience	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	87	Winter	Culminating Experience	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	88	Winter	The Earth System	10	Christopher Keller, Mathieu Morlighem	N/A	SLA	N/A	N/A	N/A
EARS	89	Spring	Thesis Research I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	89	Summer	Thesis Research I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	89	Fall	Thesis Research I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	89	Winter	Thesis Research I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	90	Spring	Thesis Research II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	90	Summer	Thesis Research II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	90	Fall	Thesis Research II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	90	Winter	Thesis Research II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	107	Fall	Math Modeling of Earth Process	OT	Mathieu Morlighem	N/A	N/A	N/A	N/A	N/A
EARS	112	Spring	Big Data Science in Hydrology	ARR	Carl Renshaw	N/A	N/A	N/A	N/A	N/A
EARS	117	Winter	Analysis of Environmental Data	9L	Xiahong Feng	N/A	N/A	N/A	N/A	N/A
EARS	131	Spring	Project Research	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	131	Summer	Project Research	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	131	Fall	Project Research	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	131	Winter	Project Research	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	141	Spring	Thesis Research Level I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	141	Summer	Thesis Research Level I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	141	Fall	Thesis Research Level I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	141	Winter	Thesis Research Level I	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	142	Spring	Thesis Research Level II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	142	Summer	Thesis Research Level II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	142	Fall	Thesis Research Level II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	142	Winter	Thesis Research Level II	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	143	Spring	Thesis Research Level III	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	143	Summer	Thesis Research Level III	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	143	Fall	Thesis Research Level III	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	143	Winter	Thesis Research Level III	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	145	Spring	Supervised Field Instruction	ARR	Akshay Mehra	N/A	N/A	N/A	N/A	N/A
EARS	145	Fall	Supervised Field Instruction	ARR	Marisa Palucis, Sarah Slotznick	N/A	N/A	N/A	N/A	N/A
EARS	149	Spring	Supervised Under Teaching	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	149	Summer	Supervised Under Teaching	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	149	Fall	Supervised Under Teaching	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	149	Winter	Supervised Under Teaching	ARR	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	158	Winter	Sedimentary Petrology	10A	Sarah Slotznick	N/A	N/A	N/A	N/A	N/A
EARS	158	Winter	Sedimentary Petrology(Laboratory)	OT	Sarah Slotznick	N/A	N/A	N/A	N/A	N/A
EARS	159	Spring	Igneous & Metamorphic Petrol	2A	Christopher Keller	N/A	N/A	N/A	N/A	N/A
EARS	159	Spring	Igneous & Metamorphic Petrol(Laboratory)	ARR	Christopher Keller	N/A	N/A	N/A	N/A	N/A
EARS	164	Spring	Geophysics	10	Leslie Sonder	N/A	N/A	N/A	N/A	N/A
EARS	167	Fall	Environmental Geomechanics	2	Marisa Palucis	N/A	N/A	N/A	N/A	N/A
EARS	170	Spring	Glaciology	2A	Robert Hawley	N/A	N/A	N/A	N/A	N/A
EARS	171	Spring	River Prcsses&Watershed Sci	12	Francis Magilligan	N/A	N/A	N/A	N/A	N/A
EARS	171	Spring	River Prcsses&Watershed Sci(Laboratory)	OT	Francis Magilligan	N/A	N/A	N/A	N/A	N/A
EARS	175	Winter	Quaternary Paleoclimatology	10A	Meredith Kelly	N/A	N/A	N/A	N/A	N/A
EARS	201	Fall	Fundam & Pedagogy in Earth Sci	3A	Justin Strauss, Sarah Slotznick	N/A	N/A	N/A	N/A	N/A
EARS	202	Winter	Critical Analysis in Earth Sci	11	William Leavitt	N/A	N/A	N/A	N/A	N/A
EARS	203	Spring	Scientific Writing	ARR	Erich Osterberg	N/A	N/A	N/A	N/A	N/A
ECON	1	Spring	The Price System	10A	Elisabeth Curtis	N/A	SOC	N/A	N/A	N/A
ECON	1	Spring	The Price System	2A	Elisabeth Curtis	N/A	SOC	N/A	N/A	N/A
ECON	1	Spring	The Price System	2A	Diego Ramos Toro	N/A	SOC	N/A	N/A	N/A
ECON	1	Spring	The Price System	3B	Diego Ramos Toro	N/A	SOC	N/A	N/A	N/A
ECON	1	Fall	The Price System	10A	Elisabeth Curtis	N/A	SOC	N/A	N/A	N/A
ECON	1	Fall	The Price System	10	Ha Yan Lee	N/A	SOC	N/A	N/A	N/A
ECON	1	Fall	The Price System	11	Melinda Petre	N/A	SOC	N/A	N/A	N/A
ECON	1	Fall	The Price System	12	Melinda Petre	N/A	SOC	N/A	N/A	N/A
ECON	1	Winter	The Price System	9L	Ha Yan Lee	N/A	SOC	N/A	N/A	N/A
ECON	1	Winter	The Price System	10	Ha Yan Lee	N/A	SOC	N/A	N/A	N/A
ECON	1	Winter	The Price System	10A	Paul Novosad	N/A	SOC	N/A	N/A	N/A
ECON	1	Winter	The Price System	2A	Paul Novosad	N/A	SOC	N/A	N/A	N/A
ECON	2	Spring	Econ Principles & Policies	12	David Blanchflower	N/A	SOC	N/A	N/A	NR Eligible
ECON	2	Fall	Econ Principles & Policies	12	David Blanchflower	N/A	SOC	N/A	N/A	NR Eligible
ECON	3	Winter	Essential Math for Econ	11	Maura Doyle	N/A	QDS	N/A	N/A	N/A
ECON	3	Winter	Essential Math for Econ	12	Maura Doyle	N/A	QDS	N/A	N/A	N/A
ECON	5	Fall	Adam Smith & Political Econ	10	Henry Clark	W	SOC	GOVT 86.25 01	N/A	N/A
ECON	10	Spring	Intro Statistical Methods	10A	Leila Agha	N/A	QDS	N/A	N/A	N/A
ECON	10	Spring	Intro Statistical Methods	2A	Leila Agha	N/A	QDS	N/A	N/A	N/A
ECON	10	Fall	Intro Statistical Methods	10A	Leila Agha	N/A	QDS	N/A	N/A	N/A
ECON	10	Fall	Intro Statistical Methods	2A	Leila Agha	N/A	QDS	N/A	N/A	N/A
ECON	15	Winter	Political Economy of China	10A	John Welborn	N/A	INT or SOC	N/A	N/A	N/A
ECON	16	Spring	Political Economy of Reg	6B	John Welborn	N/A	SOC	N/A	N/A	N/A
ECON	20	Spring	Econometrics	10A	Sanjeev Kumar	N/A	QDS	N/A	N/A	N/A
ECON	20	Spring	Econometrics	2A	Sanjeev Kumar	N/A	QDS	N/A	N/A	N/A
ECON	20	Summer	Econometrics	10A	Eric Zitzewitz	N/A	QDS	N/A	N/A	N/A
ECON	20	Summer	Econometrics	2A	Eric Zitzewitz	N/A	QDS	N/A	N/A	N/A
ECON	20	Fall	Econometrics	9L	Ethan Lewis	N/A	QDS	N/A	N/A	N/A
ECON	20	Fall	Econometrics	10	Ethan Lewis	N/A	QDS	N/A	N/A	N/A
ECON	20	Winter	Econometrics	9L	Ethan Lewis	N/A	QDS	N/A	N/A	N/A
ECON	20	Winter	Econometrics	10	Ethan Lewis	N/A	QDS	N/A	N/A	N/A
ECON	21	Spring	Microeconomics	10	Maura Doyle	N/A	SOC	N/A	N/A	N/A
ECON	21	Spring	Microeconomics	11	Maura Doyle	N/A	SOC	N/A	N/A	N/A
ECON	21	Summer	Microeconomics	11	Melinda Petre	N/A	SOC	N/A	N/A	N/A
ECON	21	Summer	Microeconomics	12	Melinda Petre	N/A	SOC	N/A	N/A	N/A
ECON	21	Fall	Microeconomics	11	Alan Gustman	N/A	SOC	N/A	N/A	N/A
ECON	21	Fall	Microeconomics	12	Alan Gustman	N/A	SOC	N/A	N/A	N/A
ECON	21	Winter	Microeconomics	11	Melinda Petre	N/A	SOC	N/A	N/A	N/A
ECON	21	Winter	Microeconomics	12	Melinda Petre	N/A	SOC	N/A	N/A	N/A
ECON	22	Spring	Macroeconomics	11	Marjorie Rose	N/A	SOC	N/A	N/A	N/A
ECON	22	Spring	Macroeconomics	12	Marjorie Rose	N/A	SOC	N/A	N/A	N/A
ECON	22	Summer	Macroeconomics	10A	Elisabeth Curtis	N/A	SOC	N/A	N/A	N/A
ECON	22	Summer	Macroeconomics	2A	Elisabeth Curtis	N/A	SOC	N/A	N/A	N/A
ECON	22	Fall	Macroeconomics	11	Marjorie Rose	N/A	SOC	N/A	N/A	N/A
ECON	22	Fall	Macroeconomics	12	Marjorie Rose	N/A	SOC	N/A	N/A	N/A
ECON	22	Winter	Macroeconomics	2A	Diego Comin	N/A	SOC	N/A	N/A	N/A
ECON	22	Winter	Macroeconomics	3B	Diego Comin	N/A	SOC	N/A	N/A	N/A
ECON	24	Fall	Development Economics	2A	Madeline McKelway	NW	INT or SOC	N/A	N/A	N/A
ECON	24	Fall	Development Economics	3B	Madeline McKelway	NW	INT or SOC	N/A	N/A	N/A
ECON	25	Fall	Competition & Strategy	10A	John Welborn	N/A	SOC	N/A	N/A	N/A
ECON	25	Fall	Competition & Strategy	2A	John Welborn	N/A	SOC	N/A	N/A	N/A
ECON	26	Spring	Intermediaries and Markets	12	Jonathan Zinman	N/A	SOC	N/A	N/A	N/A
ECON	26	Spring	Intermediaries and Markets	2	Jonathan Zinman	N/A	SOC	N/A	N/A	N/A
ECON	26	Summer	Intermediaries and Markets	11	Meir Kohn	N/A	SOC	N/A	N/A	N/A
ECON	26	Summer	Intermediaries and Markets	2	Meir Kohn	N/A	SOC	N/A	N/A	N/A
ECON	26	Fall	Intermediaries and Markets	12	Jonathan Zinman	N/A	SOC	N/A	N/A	N/A
ECON	26	Fall	Intermediaries and Markets	2	Jonathan Zinman	N/A	SOC	N/A	N/A	N/A
ECON	26	Winter	Intermediaries and Markets	11	Meir Kohn	N/A	SOC	N/A	N/A	N/A
ECON	26	Winter	Intermediaries and Markets	2	Meir Kohn	N/A	SOC	N/A	N/A	N/A
ECON	27	Fall	Labor Economics	10	Patricia Anderson	N/A	SOC	N/A	N/A	N/A
ECON	27	Fall	Labor Economics	11	Patricia Anderson	N/A	SOC	N/A	N/A	N/A
ECON	28	Spring	Public Finance and Policy	11	Erzo Luttmer	N/A	SOC	N/A	N/A	N/A
ECON	28	Spring	Public Finance and Policy	12	Erzo Luttmer	N/A	SOC	N/A	N/A	N/A
ECON	28	Fall	Public Finance and Policy	10A	Steven Mello	N/A	SOC	N/A	N/A	N/A
ECON	28	Fall	Public Finance and Policy	2A	Steven Mello	N/A	SOC	N/A	N/A	N/A
ECON	29	Spring	Intl Fin & Open-Econ Macro	10A	Nathan Gaspar Zorzi	N/A	INT or SOC	N/A	N/A	N/A
ECON	29	Spring	Intl Fin & Open-Econ Macro	2A	Nathan Gaspar Zorzi	N/A	INT or SOC	N/A	N/A	N/A
ECON	29	Fall	Intl Fin & Open-Econ Macro	10A	Nathan Gaspar Zorzi	N/A	INT or SOC	N/A	N/A	N/A
ECON	29	Fall	Intl Fin & Open-Econ Macro	2A	Nathan Gaspar Zorzi	N/A	INT or SOC	N/A	N/A	N/A
ECON	29	Winter	Intl Fin & Open-Econ Macro	10	Matthew Grant	N/A	INT or SOC	N/A	N/A	N/A
ECON	29	Winter	Intl Fin & Open-Econ Macro	11	Matthew Grant	N/A	INT or SOC	N/A	N/A	N/A
ECON	32	Fall	Monetary Policy	11	Andrew Levin	N/A	SOC	N/A	N/A	N/A
ECON	32	Fall	Monetary Policy	12	Andrew Levin	N/A	SOC	N/A	N/A	N/A
ECON	35	Winter	Games & Economic Behavior	10A	Christopher Snyder	N/A	SOC	N/A	N/A	N/A
ECON	35	Winter	Games & Economic Behavior	2A	Christopher Snyder	N/A	SOC	N/A	N/A	N/A
ECON	36	Spring	Theory of Finance	10A	John Welborn	N/A	SOC	N/A	N/A	N/A
ECON	36	Fall	Theory of Finance	10A	Eric Zitzewitz	N/A	SOC	N/A	N/A	N/A
ECON	36	Fall	Theory of Finance	2A	Eric Zitzewitz	N/A	SOC	N/A	N/A	N/A
